"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_gene_id","entrezgene_id"
"1","ABCF2",940.906523083184,4405.42824071103,2.17880274353309,0.0340979737943725,0.606465160620115,-4.57795212703546,"ENSG00000033050",10061
"2","ABHD10",403.816493095207,1648.42002587571,2.08464310977315,0.0422418330726502,0.615593462412343,-4.57968089499916,"ENSG00000144827",55347
"3","ABHD4",435.096604661897,1374.77553858526,2.08137263408758,0.042552879575707,0.615593462412343,-4.5797400157858,"ENSG00000100439",63874
"4","ACP1",927.981023519228,3201.84300492089,2.06303215096869,0.0443344209651759,0.618805752697609,-4.58007038263675,"ENSG00000143727",52
"5","ACTA2",774.040313060153,2377.43006760184,2.09468084413283,0.0412995125757107,0.615593462412343,-4.57949904756562,"ENSG00000107796",59
"6","ACTR6",233.253278653221,1129.45681733313,2.01893722866758,0.0488850945549749,0.634619015715469,-4.58085639254444,"ENSG00000075089",64431
"7","ADAMTS6",249.461265870777,407.358848084816,2.47876324088005,0.016610403322996,0.483919507216761,-4.57212803632666,"ENSG00000049192",11174
"8","AHCYL2",512.118434479029,1915.41955244317,2.16791816263242,0.0349628277284479,0.608997680628597,-4.57815455508198,"ENSG00000158467",23382
"9","AKT3",2773.8649736265,5322.1334550247,2.13780676461828,0.037456654074803,0.614915204906649,-4.5787110703707,"ENSG00000117020",10000
"10","AKT3",2773.8649736265,5322.1334550247,2.13780676461828,0.037456654074803,0.614915204906649,-4.5787110703707,"ENSG00000275199",10000
"11","ALDH5A1",2009.33604855058,3856.11980910405,2.11411323927539,0.0395272613756162,0.615593462412343,-4.57914532387868,"ENSG00000112294",7915
"12","ALDH9A1",572.604244122581,3387.35917368327,2.30981854349571,0.0250757176881987,0.558330614608891,-4.57546481536766,"ENSG00000143149",223
"13","ANKIB1",1196.4773615773,7019.55183739185,2.02502686849995,0.0482335061429661,0.631530880336147,-4.58074854481873,"ENSG00000001629",54467
"14","ANKRD40",427.41613353548,1707.32994958292,2.9477606636756,0.00485830770291924,0.357627841053395,-4.56222951171664,"ENSG00000154945",91369
"15","AP2B1",4943.53079677769,22496.9974116587,2.22979834939231,0.0302921717879311,0.593109874384995,-4.57699497548223,"ENSG00000006125",163
"16","AP4S1",158.011369045555,445.806014280944,2.37832643120666,0.0212628914455084,0.522526383550658,-4.57412853171782,"ENSG00000100478",11154
"17","ARG2",492.613808611985,1054.13444249415,2.10741353554775,0.0401306233147889,0.615593462412343,-4.57926752615219,"ENSG00000081181",384
"18","ARID1B",11518.5594666448,38479.3376066997,2.15958031649307,0.0356383188899193,0.613643451942814,-4.57830916895812,"ENSG00000049618",57492
"19","ARL2BP",442.093036226573,2283.10908931714,2.01516272804833,0.0492927741956727,0.635346335899736,-4.58092312506148,"ENSG00000102931",23568
"20","ASF1A",463.903537344855,1859.44200992862,2.13904398608601,0.0373511929193744,0.614915204906649,-4.57868830590064,"ENSG00000111875",25842
"21","ASXL1",3665.05545185529,22763.6323391674,2.30031471334557,0.0256502591362592,0.563894363150753,-4.57564830850443,"ENSG00000171456",171023
"22","ATG2B",1884.35329040974,8627.5927628751,2.86741068160061,0.00604849710849814,0.378165975406074,-4.56398210448842,"ENSG00000066739",55102
"23","ATP1B1",1165.96563083854,2267.70920698591,2.21657064806809,0.0312414308875137,0.597442917071165,-4.57724462189102,"ENSG00000143153",481
"24","ATXN10",2306.75345390807,11201.7698738883,2.11494948509382,0.0394525103875062,0.615593462412343,-4.57913005247067,"ENSG00000130638",25814
"25","BCAT1",1882.00967654047,3581.7357089831,2.02414900761129,0.0483269707168969,0.631808992871502,-4.58076410575233,"ENSG00000060982",586
"26","BFAR",454.174974767644,3248.02568452991,2.51939993401961,0.0150055165163204,0.474148794399332,-4.57130531709847,"ENSG00000275618",51283
"27","BFAR",454.174974767644,3248.02568452991,2.51939993401961,0.0150055165163204,0.474148794399332,-4.57130531709847,"ENSG00000103429",51283
"28","CACNB3",320.508899517549,681.646238226737,2.6079074236255,0.0119865011696948,0.443073977400782,-4.56948832894573,"ENSG00000167535",784
"29","CCDC28A",332.552361770605,2185.92675789511,2.19759518354023,0.0326490644826007,0.601880095412007,-4.57760107437545,"ENSG00000024862",25901
"30","CCT3",2157.67129325621,12494.6732880712,2.37196829145623,0.021593479451788,0.522526383550658,-4.5742535390255,"ENSG00000163468",7203
"31","CCT4",2052.47228278603,11087.5605572535,2.09784405195707,0.0410063828543671,0.615593462412343,-4.57944161887832,"ENSG00000115484",10575
"32","CD69",5905.13744952948,10512.6782968035,2.08446138380373,0.0422590644238408,0.615593462412343,-4.57968418174073,"ENSG00000110848",969
"33","CDKL1",213.344335911857,690.487596400966,2.0756191946671,0.0431049188959564,0.615593462412343,-4.5798438676918,"ENSG00000100490",8814
"34","CDS2",1826.20533402014,9524.29003236359,2.17964096297093,0.0340321594209007,0.605813264618502,-4.5779365105643,"ENSG00000101290",8760
"35","CHD6",3348.77235635566,16806.6711591057,2.1015890832578,0.0406616856022743,0.615593462412343,-4.57937355122504,"ENSG00000124177",84181
"36","CLDN15",653.611747588615,1773.43730546674,2.13407846351864,0.0377760359022206,0.614915204906649,-4.57877961683056,"ENSG00000106404",24146
"37","CLDND1",1058.39513836528,4213.67281649556,2.32443014895771,0.0242147669092881,0.550369330167998,-4.57518179876581,"ENSG00000080822",56650
"38","CLIP4",1482.77354619221,3904.21176947608,2.22088084166005,0.0309292693499732,0.597442917071165,-4.57716338023811,"ENSG00000115295",79745
"39","CNST",2658.02534284256,7021.99137245036,2.09928058131647,0.0408738625433352,0.615593462412343,-4.57941551901438,"ENSG00000162852",163882
"40","COPS7B",311.36391189502,2252.31217283039,2.52022239716099,0.0149745388492365,0.474148794399332,-4.57128858922152,"ENSG00000144524",64708
"41","COX10",464.952650152192,2140.15016626055,2.75240421456387,0.00822755851275985,0.402956848949772,-4.56645313164719,"ENSG00000006695",1352
"42","CRBN",1567.91174201715,6270.27080533351,2.06069042351728,0.0445664945670912,0.618805752697609,-4.58011241975653,"ENSG00000113851",51185
"43","CSDE1",12483.1760638969,57156.3523774695,2.47134314624842,0.0169196895557839,0.485482915513611,-4.57227745159437,"ENSG00000009307",7812
"44","CSNK2A2",865.54755874458,5297.19905354175,2.15005874956062,0.0364237120127139,0.614915204906649,-4.57848525227787,"ENSG00000070770",1459
"45","CTSO",298.743215272946,807.003730708579,2.81459173786765,0.00697268070295269,0.391075842779068,-4.56512268716682,"ENSG00000256043",1519
"46","CTSO",298.743215272946,807.003730708579,2.81459173786765,0.00697268070295269,0.391075842779068,-4.56512268716682,"ENSG00000263238",1519
"47","CUL4A",1674.1933744802,7126.88275679818,2.32581496388197,0.0241345557118044,0.549586479967429,-4.57515491921498,"ENSG00000139842",8451
"48","CXXC5",682.640526242159,1675.81323780318,2.19966269292642,0.0324930226442701,0.601880095412007,-4.57756233259884,"ENSG00000171604",51523
"49","DBT",456.783696732319,2004.82589132101,2.32548116753871,0.0241538681144826,0.549586479967429,-4.57516139916678,"ENSG00000137992",1629
"50","DCAF8",2174.65300625511,10413.1252565019,2.5564579206288,0.0136660349390881,0.458236688013376,-4.57054864877621,"ENSG00000132716",50717
"51","DCTD",519.829395814921,2690.27924349699,2.40280038124763,0.020032362067039,0.515039962352311,-4.57364550185929,"ENSG00000129187",1635
"52","DDHD2",869.072775852832,3760.26532450681,2.18577815041945,0.0335536854613541,0.605813264618502,-4.57782205202274,"ENSG00000085788",23259
"53","DDX31",656.801521098853,2410.57603730972,2.5279826329684,0.014685098000363,0.472706582692073,-4.57113060805546,"ENSG00000125485",64794
"54","DDX47",800.149792178026,4716.46685435439,2.01723747329182,0.0490683209911915,0.634710647740357,-4.58088645473957,"ENSG00000213782",51202
"55","DHX40",1548.62761880136,5876.23208451687,3.12340976185501,0.00297499848572392,0.303753723620546,-4.55833202586891,"ENSG00000108406",79665
"56","DISP1",295.498884254151,804.399379225462,2.28233058031616,0.0267696476059043,0.568622351089015,-4.57599425018392,"ENSG00000154309",84976
"57","DKK4",5.3762675741941,6.74485534148069,2.51007815440358,0.0153607032496051,0.474347685042802,-4.57149469995737,"ENSG00000104371",27121
"58","DNAJC10",2365.9625482761,9910.68701511816,2.03543061183228,0.04713769435221,0.627589465975648,-4.58056377063881,"ENSG00000077232",54431
"59","DNAJC18",65.5553944028235,186.060209429552,2.03888151479682,0.0467790112256626,0.627589465975648,-4.58050233603155,"ENSG00000288275",202052
"60","DNAJC18",65.5553944028235,186.060209429552,2.03888151479682,0.0467790112256626,0.627589465975648,-4.58050233603155,"ENSG00000170464",202052
"61","DPH1",866.791756260487,2342.57220319336,3.25572725512927,0.00203576341843977,0.284161509452603,-4.55534413874218,"ENSG00000108963",1801
"62","DYRK1B",358.993421284111,1267.98531454956,2.08694659667199,0.0420239454451647,0.615593462412343,-4.57963921665283,"ENSG00000281320",9149
"63","DYRK1B",358.993421284111,1267.98531454956,2.08694659667199,0.0420239454451647,0.615593462412343,-4.57963921665283,"ENSG00000105204",9149
"64","DYRK3",677.378492042203,1284.46025973575,2.04766106871198,0.0458771229687266,0.624110217276032,-4.58034571318408,"ENSG00000143479",8444
"65","DYTN",160.276987910688,276.756585653001,2.13998409507979,0.0372712318974314,0.614915204906649,-4.57867100234293,"ENSG00000232125",391475
"66","E2F5",220.933476349749,443.907478029413,2.03716372220742,0.0469572599211504,0.627589465975648,-4.58053292601823,"ENSG00000133740",1875
"67","EFNA1",138.087495058828,170.996579007759,2.5842223598657,0.0127347887149504,0.44833892705185,-4.56997784435372,"ENSG00000169242",1942
"68","EFNA3",50.3470128144989,118.666259437366,2.09021992517304,0.0417160058289857,0.615593462412343,-4.5795799365484,"ENSG00000143590",1944
"69","EFNA4",31.7658721922568,104.620104397569,2.0352683150339,0.0471546218251281,0.627589465975648,-4.58056665814388,"ENSG00000243364",1945
"70","EGFL7",943.291032977389,1595.83991636638,2.03594071885788,0.0470845247295958,0.627589465975648,-4.58055469402342,"ENSG00000172889",51162
"71","EID2B",26.6686368847187,64.7691608197454,2.30101675636812,0.025607420217089,0.563894363150753,-4.57563476993425,"ENSG00000176401",126272
"72","EIF3D",4075.50631087245,22102.6768062015,2.02983194080599,0.0477246839648445,0.630342705517941,-4.58066328694286,"ENSG00000100353",8664
"73","ELP2",2525.29454982289,11152.9432895271,2.5816313847298,0.0128191794534197,0.449082013432279,-4.5700312507211,"ENSG00000134759",55250
"74","ENDOD1",495.227322913595,1060.06397652434,2.16786836661578,0.0349668282994626,0.608997680628597,-4.57815547964387,"ENSG00000149218",23052
"75","ENGASE",799.696339552877,2776.17658829934,2.29885015612809,0.0257398325691512,0.564049875307538,-4.57567654358106,"ENSG00000167280",64772
"76","EPS15",3809.60027066669,19215.1505631071,2.59753913005928,0.0123089862352044,0.444063340803169,-4.56970290653136,"ENSG00000085832",2060
"77","ERCC3",984.997430931315,8052.11672868907,2.28303635357254,0.0267249116417745,0.568622351089015,-4.57598070580746,"ENSG00000163161",2071
"78","FAHD1",107.171044093521,351.135156591393,2.31610593973021,0.0247019570272695,0.554765897604861,-4.57534316702496,"ENSG00000180185",81889
"79","FAM117A",4918.7841970096,10267.4448385541,2.55738850627287,0.0136338442378954,0.458236688013376,-4.57052957055576,"ENSG00000121104",81558
"80","FAM117B",697.850082603553,2164.84219342985,2.42436718186188,0.0190014826110494,0.506132056554742,-4.57321744662416,"ENSG00000138439",150864
"81","FAM199X",405.458016595609,2332.17640799682,2.2278970876895,0.0304270219402439,0.594629307419215,-4.57703091653109,"ENSG00000123575",139231
"82","FASTKD2",1012.84796406323,3942.59256589049,2.28154464103619,0.0268195433394789,0.569100299626491,-4.57600932994014,"ENSG00000118246",22868
"83","FBXO30",1296.42361510807,3049.45746830035,2.4815212638094,0.0164967527279554,0.483919507216761,-4.57207243484658,"ENSG00000118496",84085
"84","FIS1",1918.66516345319,5057.82185045363,2.18174908679929,0.0338671303547526,0.605813264618502,-4.57789721775136,"ENSG00000214253",51024
"85","GAS2",28.621304886439,47.3201645683253,2.3993083071727,0.020203932645661,0.516319182013076,-4.5737146014411,"ENSG00000148935",2620
"86","GDE1",667.182131515583,2027.53897808212,2.02801618064903,0.0479164108210857,0.631528042872134,-4.58069552108399,"ENSG00000006007",51573
"87","GDPD1",195.24786494472,425.208367023377,2.06508814544845,0.0441315313950906,0.618671073922059,-4.58003344776708,"ENSG00000153982",284161
"88","GFM1",1470.25819983526,7130.21600065101,2.14634738959428,0.0367339378411345,0.614915204906649,-4.57855374732034,"ENSG00000168827",85476
"89","GIMAP2",938.142840497013,2373.16185300702,2.14945819130587,0.0364737550844146,0.614915204906649,-4.57849634120492,"ENSG00000106560",26157
"90","GNRHR2",17.9975021852713,51.3951807956446,2.19964967798171,0.032494002863727,0.601880095412007,-4.57756257655166,"ENSG00000211451",114814
"91","HBP1",1215.89501385967,4627.19514219346,2.22615529690338,0.0305510273376586,0.595372459580225,-4.57706382576114,"ENSG00000283847",26959
"92","HBP1",1215.89501385967,4627.19514219346,2.22615529690338,0.0305510273376586,0.595372459580225,-4.57706382576114,"ENSG00000105856",26959
"93","HSCB",129.172222162887,481.7595709923,2.5181126673382,0.0150541175225958,0.474148794399332,-4.57133149246669,"ENSG00000100209",150274
"94","HUWE1",14362.2110258967,100417.45166312,2.50700425759277,0.0154794885670043,0.47451736403831,-4.57155706465096,"ENSG00000086758",10075
"95","IRF5",1257.28097084196,3769.80816753355,2.19191911110315,0.033080860523006,0.603708762285439,-4.57770731319946,"ENSG00000128604",3663
"96","ISCA1",257.140797503664,405.724951522738,2.01353565897218,0.0494694165962163,0.636024374663083,-4.58095186439129,"ENSG00000135070",81689
"97","ISCU",2492.66834222168,6525.07550672122,2.34024959991216,0.0233124968782812,0.540506484541757,-4.57487415980477,"ENSG00000136003",23479
"98","ITGA2",611.486924345013,705.712148580447,2.46122707050962,0.0173497378808674,0.488378664955474,-4.57248074598161,"ENSG00000164171",3673
"99","ITPR1",8593.47256391626,22445.2813709646,2.50622737430912,0.0155096413874079,0.47451736403831,-4.57157281972701,"ENSG00000150995",3708
"100","JUP",5955.73739660239,11058.2941745482,2.13806660877164,0.0374344832437907,0.614915204906649,-4.57870629005065,"ENSG00000173801",3728
"101","KCTD20",613.128461874591,4485.43036883445,2.10114996952222,0.0407019707974728,0.615593462412343,-4.57938153656788,"ENSG00000112078",222658
"102","KDM1A",1931.69858089491,10059.9102603997,2.01263073897615,0.049567895570402,0.636024374663083,-4.58096784118143,"ENSG00000004487",23028
"103","KIAA1191",641.813454107345,2587.06038206693,2.51401987790039,0.0152095920124968,0.474347685042802,-4.57141466652236,"ENSG00000122203",57179
"104","KLHDC2",1156.1793206722,3769.02327090971,2.90142366036952,0.0055149637358349,0.371764782307817,-4.56324271855692,"ENSG00000165516",23588
"105","KLHDC3",1019.72450046139,8167.99359233301,2.17994228649177,0.0340085277882707,0.605813264618502,-4.57793089578826,"ENSG00000124702",116138
"106","KLHL11",255.817502990126,1446.88328183482,2.03558289548946,0.0471218160332604,0.627589465975648,-4.58056106113721,"ENSG00000178502",55175
"107","KLHL24",1335.44448215045,4524.08781492723,2.99243577439415,0.0042948491805887,0.348520300302928,-4.56124645035575,"ENSG00000114796",54800
"108","KLHL28",296.535932861862,1504.43192100118,2.15944909178915,0.0356490411153952,0.613643451942814,-4.57831159920168,"ENSG00000179454",54813
"109","KPNA5",803.187440670767,2739.19589180842,2.16352209235514,0.0353175591816997,0.611915741818707,-4.57823612303897,"ENSG00000196911",3841
"110","KPNA6",1125.51381557422,5850.41217162168,2.2196364692949,0.031019107366727,0.597442917071165,-4.57718684547748,"ENSG00000025800",23633
"111","LY6G5C",56.6678079793148,253.225007156223,2.07971302952794,0.0427114821334553,0.615593462412343,-4.57976999245307,"ENSG00000204428",80741
"112","LY6G5C",56.6678079793148,253.225007156223,2.07971302952794,0.0427114821334553,0.615593462412343,-4.57976999245307,"ENSG00000231325",80741
"113","LY6G5C",56.6678079793148,253.225007156223,2.07971302952794,0.0427114821334553,0.615593462412343,-4.57976999245307,"ENSG00000226404",80741
"114","LY6G5C",56.6678079793148,253.225007156223,2.07971302952794,0.0427114821334553,0.615593462412343,-4.57976999245307,"ENSG00000111971",80741
"115","LY6G5C",56.6678079793148,253.225007156223,2.07971302952794,0.0427114821334553,0.615593462412343,-4.57976999245307,"ENSG00000237495",80741
"116","LY6G5C",56.6678079793148,253.225007156223,2.07971302952794,0.0427114821334553,0.615593462412343,-4.57976999245307,"ENSG00000206404",80741
"117","LY6G5C",56.6678079793148,253.225007156223,2.07971302952794,0.0427114821334553,0.615593462412343,-4.57976999245307,"ENSG00000228883",80741
"118","LYSMD2",191.207706062574,755.655562034018,2.48631955217572,0.0163007040880751,0.482380095050816,-4.57197561899362,"ENSG00000140280",256586
"119","MAGEF1",161.775045698299,523.102345394019,2.09088792969792,0.0416534053825794,0.615593462412343,-4.57956783120455,"ENSG00000177383",64110
"120","MAPKAPK5",753.487287351822,4487.30874809978,2.36071987627428,0.0221896408334582,0.531335590210482,-4.57447420431622,"ENSG00000089022",8550
"121","MAPRE2",1250.10191530378,5185.02031313724,2.14917821814811,0.0364971051925939,0.614915204906649,-4.57850151003025,"ENSG00000166974",10982
"122","MAST4",4343.31824577933,8453.01753716398,2.0756106401384,0.04310574431909,0.615593462412343,-4.57984402195832,"ENSG00000069020",375449
"123","MBLAC2",109.322965160462,357.779264490239,2.11490156696004,0.0394567903893299,0.615593462412343,-4.57913092765483,"ENSG00000176055",153364
"124","MBNL2",1442.18786122906,2487.79723244878,2.75895641346909,0.00808614423563981,0.401134362480553,-4.566313609095,"ENSG00000139793",10150
