"","nb_enhancer_hyper","nb_enhancer_hypo","nb_enhancer_unchanged","total_enhancers","percent_hyper","DM"
"RP1-313I6.12",3,0,13,16,18.75,3
"RP1-50O24.6",3,0,15,18,16.6666666666667,3
"RP1-92O14.6",3,0,6,9,33.3333333333333,3
"RP1-93H18.6",3,3,44,50,6,6
"RP11-105N14.1",3,5,38,46,6.52173913043478,8
"RP11-1070N10.3",3,0,13,16,18.75,3
"RP11-1094H24.3",3,0,43,46,6.52173913043478,3
"RP11-109L13.5",3,1,35,39,7.69230769230769,4
"RP11-109P14.10",3,1,19,23,13.0434782608696,4
"RP11-109P14.9",3,0,6,9,33.3333333333333,3
"RP11-111M22.2",3,0,12,15,20,3
"RP11-112J3.15",3,0,6,9,33.3333333333333,3
"RP11-122C5.3",3,1,10,14,21.4285714285714,4
"RP11-141B14.1",3,2,58,63,4.76190476190476,5
"RP11-145E5.5",3,2,42,47,6.38297872340426,5
"RP11-148K1.10",3,0,18,21,14.2857142857143,3
"RP11-151H2.1",3,1,22,26,11.5384615384615,4
"RP11-157P1.4",3,0,26,29,10.3448275862069,3
"RP11-159M11.2",3,0,4,7,42.8571428571429,3
"RP11-163N6.2",3,4,62,69,4.34782608695652,7
"RP11-165J3.6",3,0,13,16,18.75,3
"RP11-166P13.3",3,0,11,14,21.4285714285714,3
"RP11-16N11.2",3,1,30,34,8.82352941176471,4
"RP11-184A2.2",3,5,69,77,3.8961038961039,8
"RP11-187A9.3",3,2,11,16,18.75,5
"RP11-18H7.1",3,2,29,34,8.82352941176471,5
"RP11-190J23.1",3,1,15,19,15.7894736842105,4
"RP11-195C7.1",3,3,33,39,7.69230769230769,6
"RP11-197N18.2",3,0,7,10,30,3
"RP11-203B9.4",3,5,53,61,4.91803278688525,8
"RP11-203F10.5",3,0,8,11,27.2727272727273,3
"RP11-203M5.2",3,0,11,14,21.4285714285714,3
"RP11-203M5.7",3,0,20,23,13.0434782608696,3
"RP11-212D19.4",3,0,26,29,10.3448275862069,3
"RP11-216L13.18",3,0,13,16,18.75,3
"RP11-216L13.19",3,0,13,16,18.75,3
"RP11-219B4.5",3,3,20,26,11.5384615384615,6
"RP11-219O3.2",3,3,19,25,12,6
"RP11-24F11.2",3,0,13,16,18.75,3
"RP11-254B13.4",3,1,30,34,8.82352941176471,4
"RP11-266L9.1",3,0,20,23,13.0434782608696,3
"RP11-274J16.5",3,2,22,27,11.1111111111111,5
"RP11-27I1.4",3,1,33,37,8.10810810810811,4
"RP11-280O1.2",3,0,15,18,16.6666666666667,3
"RP11-283G6.3",3,1,27,31,9.67741935483871,4
"RP11-284F21.10",3,1,21,25,12,4
"RP11-284F21.9",3,1,21,25,12,4
"RP11-286E11.2",3,2,27,32,9.375,5
"RP11-288L9.4",3,1,18,22,13.6363636363636,4
"RP11-293I14.2",3,7,51,61,4.91803278688525,10
"RP11-293M10.6",3,1,45,49,6.12244897959184,4
"RP11-296A18.3",3,1,7,11,27.2727272727273,4
"RP11-297A16.2",3,1,48,52,5.76923076923077,4
"RP11-297K8.2",3,0,8,11,27.2727272727273,3
"RP11-298I3.4",3,0,15,18,16.6666666666667,3
"RP11-298I3.5",3,0,15,18,16.6666666666667,3
"RP11-2E11.10",3,0,21,24,12.5,3
"RP11-2E11.5",3,0,21,24,12.5,3
"RP11-304L19.5",3,1,9,13,23.0769230769231,4
"RP11-306I1.1",3,0,15,18,16.6666666666667,3
"RP11-309L24.2",3,0,8,11,27.2727272727273,3
"RP11-309L24.4",3,0,8,11,27.2727272727273,3
"RP11-309L24.9",3,0,8,11,27.2727272727273,3
"RP11-317J10.2",3,3,27,33,9.09090909090909,6
"RP11-322N21.2",3,0,20,23,13.0434782608696,3
"RP11-331K21.1",3,0,10,13,23.0769230769231,3
"RP11-338I21.1",3,5,62,70,4.28571428571429,8
"RP11-342M1.3",3,0,4,7,42.8571428571429,3
"RP11-346C20.3",3,0,30,33,9.09090909090909,3
"RP11-346C20.4",3,0,30,33,9.09090909090909,3
"RP11-349J5.2",3,4,34,41,7.31707317073171,7
"RP11-34F13.2",3,1,17,21,14.2857142857143,4
"RP11-34F13.3",3,1,17,21,14.2857142857143,4
"RP11-350N15.3",3,0,37,40,7.5,3
"RP11-360I20.2",3,1,15,19,15.7894736842105,4
"RP11-360P21.2",3,4,68,75,4,7
"RP11-363D14.1",3,2,38,43,6.97674418604651,5
"RP11-379F12.3",3,2,12,17,17.6470588235294,5
"RP11-379F12.4",3,2,12,17,17.6470588235294,5
"RP11-379F4.4",3,0,17,20,15,3
"RP11-380D23.1",3,2,25,30,10,5
"RP11-381K20.2",3,0,17,20,15,3
"RP11-383G6.4",3,0,5,8,37.5,3
"RP11-390E23.6",3,4,22,29,10.3448275862069,7
"RP11-403P17.2",3,3,28,34,8.82352941176471,6
"RP11-407N17.3",3,4,17,24,12.5,7
"RP11-414H17.5",3,1,8,12,25,4
"RP11-420K8.1",3,1,24,28,10.7142857142857,4
"RP11-421F16.3",3,1,3,7,42.8571428571429,4
"RP11-422P24.11",3,0,22,25,12,3
"RP11-425D10.10",3,0,22,25,12,3
"RP11-428K3.1",3,5,46,54,5.55555555555556,8
"RP11-429P3.3",3,0,54,57,5.26315789473684,3
"RP11-431M7.3",3,1,56,60,5,4
"RP11-432J24.3",3,0,10,13,23.0769230769231,3
"RP11-433M22.1",3,0,4,7,42.8571428571429,3
"RP11-442H21.2",3,0,22,25,12,3
"RP11-444E17.6",3,0,11,14,21.4285714285714,3
"RP11-449H11.1",3,2,17,22,13.6363636363636,5
"RP11-455J20.3",3,0,16,19,15.7894736842105,3
"RP11-459F6.1",3,0,8,11,27.2727272727273,3
"RP11-463C8.4",3,0,26,29,10.3448275862069,3
"RP11-465L10.10",3,1,23,27,11.1111111111111,4
"RP11-477J21.6",3,0,11,14,21.4285714285714,3
"RP11-486A14.2",3,1,37,41,7.31707317073171,4
"RP11-490M8.1",3,1,51,55,5.45454545454545,4
"RP11-49I4.3",3,2,24,29,10.3448275862069,5
"RP11-500C11.3",3,0,11,14,21.4285714285714,3
"RP11-505P4.6",3,2,28,33,9.09090909090909,5
"RP11-506B6.5",3,1,11,15,20,4
"RP11-514O12.4",3,0,33,36,8.33333333333333,3
"RP11-517H2.6",3,0,43,46,6.52173913043478,3
"RP11-519G16.3",3,0,31,34,8.82352941176471,3
"RP11-52J3.2",3,1,22,26,11.5384615384615,4
"RP11-52M17.1",3,3,20,26,11.5384615384615,6
"RP11-535A19.1",3,0,3,6,50,3
"RP11-542C16.1",3,0,9,12,25,3
"RP11-542C16.2",3,0,21,24,12.5,3
"RP11-544M22.8",3,0,17,20,15,3
"RP11-555M1.3",3,4,37,44,6.81818181818182,7
"RP11-563J2.2",3,0,4,7,42.8571428571429,3
"RP11-573D15.3",3,0,23,26,11.5384615384615,3
"RP11-57A19.2",3,0,22,25,12,3
"RP11-57H14.2",3,0,48,51,5.88235294117647,3
"RP11-580I16.2",3,1,28,32,9.375,4
"RP11-589C21.5",3,1,25,29,10.3448275862069,4
"RP11-589P10.7",3,0,12,15,20,3
"RP11-58E21.5",3,3,46,52,5.76923076923077,6
"RP11-58E21.7",3,3,46,52,5.76923076923077,6
"RP11-603J24.14",3,0,20,23,13.0434782608696,3
"RP11-61E11.1",3,0,28,31,9.67741935483871,3
"RP11-626I20.1",3,1,4,8,37.5,4
"RP11-626I20.2",3,1,4,8,37.5,4
"RP11-638I2.9",3,0,16,19,15.7894736842105,3
"RP11-63K6.7",3,0,32,35,8.57142857142857,3
"RP11-642P15.1",3,1,32,36,8.33333333333333,4
"RP11-651P23.5",3,0,12,15,20,3
"RP11-659E9.2",3,2,30,35,8.57142857142857,5
"RP11-659E9.4",3,1,35,39,7.69230769230769,4
"RP11-664D1.1",3,0,9,12,25,3
"RP11-667K14.3",3,1,33,37,8.10810810810811,4
"RP11-667K14.4",3,1,33,37,8.10810810810811,4
"RP11-671J11.4",3,1,3,7,42.8571428571429,4
"RP11-672A2.3",3,0,4,7,42.8571428571429,3
"RP11-674I16.1",3,0,20,23,13.0434782608696,3
"RP11-674N23.1",3,2,16,21,14.2857142857143,5
"RP11-67L3.2",3,1,18,22,13.6363636363636,4
"RP11-689P11.3",3,0,19,22,13.6363636363636,3
"RP11-68I3.10",3,1,15,19,15.7894736842105,4
"RP11-69L16.4",3,2,34,39,7.69230769230769,5
"RP11-6N17.4",3,0,10,13,23.0769230769231,3
"RP11-700H6.1",3,1,25,29,10.3448275862069,4
"RP11-700H6.2",3,1,25,29,10.3448275862069,4
"RP11-712L6.5",3,1,45,49,6.12244897959184,4
"RP11-712L6.7",3,0,43,46,6.52173913043478,3
"RP11-715G15.1",3,1,12,16,18.75,4
"RP11-727F15.9",3,0,15,18,16.6666666666667,3
"RP11-728F11.3",3,1,48,52,5.76923076923077,4
"RP11-732A19.5",3,0,38,41,7.31707317073171,3
"RP11-73M7.6",3,0,22,25,12,3
"RP11-73M7.9",3,0,17,20,15,3
"RP11-744I24.2",3,0,14,17,17.6470588235294,3
"RP11-74C1.2",3,0,25,28,10.7142857142857,3
"RP11-755B10.2",3,0,6,9,33.3333333333333,3
"RP11-755B10.4",3,1,14,18,16.6666666666667,4
"RP11-77G23.2",3,0,27,30,10,3
"RP11-77G23.5",3,0,24,27,11.1111111111111,3
"RP11-77P6.2",3,3,24,30,10,6
"RP11-78A19.3",3,0,23,26,11.5384615384615,3
"RP11-793H13.11",3,0,30,33,9.09090909090909,3
"RP11-796E2.4",3,4,57,64,4.6875,7
"RP11-7N14.1",3,1,27,31,9.67741935483871,4
"RP11-7O11.3",3,0,12,15,20,3
"RP11-800A3.2",3,0,1,4,75,3
"RP11-804A23.1",3,0,15,18,16.6666666666667,3
"RP11-80G7.1",3,1,30,34,8.82352941176471,4
"RP11-831H9.11",3,0,16,19,15.7894736842105,3
"RP11-839D17.3",3,0,22,25,12,3
"RP11-840I19.3",3,0,19,22,13.6363636363636,3
"RP11-849F2.5",3,0,16,19,15.7894736842105,3
"RP11-849F2.7",3,0,8,11,27.2727272727273,3
"RP11-849H4.4",3,0,20,23,13.0434782608696,3
"RP11-84C13.1",3,1,7,11,27.2727272727273,4
"RP11-863H1.1",3,5,35,43,6.97674418604651,8
"RP11-867O8.5",3,0,9,12,25,3
"RP11-895M11.2",3,1,19,23,13.0434782608696,4
"RP11-895M11.3",3,1,19,23,13.0434782608696,4
"RP11-90L20.2",3,0,11,14,21.4285714285714,3
"RP11-90P5.7",3,0,46,49,6.12244897959184,3
"RP11-94C24.8",3,0,25,28,10.7142857142857,3
"RP11-96D1.11",3,1,19,23,13.0434782608696,4
"RP11-96D1.6",3,1,19,23,13.0434782608696,4
"RP11-973D8.4",3,0,11,14,21.4285714285714,3
"RP11-977G19.11",3,0,11,14,21.4285714285714,3
"RP11-977G19.12",3,0,21,24,12.5,3
"RP11-97N19.2",3,0,15,18,16.6666666666667,3
"RP11-98I9.4",3,1,6,10,30,4
"RP11-998D10.1",3,0,25,28,10.7142857142857,3
"RP13-143G15.4",3,1,7,11,27.2727272727273,4
"RP13-30A9.1",3,0,31,34,8.82352941176471,3
"RP13-30A9.2",3,0,31,34,8.82352941176471,3
"RP13-516M14.2",3,0,17,20,15,3
"RP13-650J16.1",3,0,19,22,13.6363636363636,3
"RP3-323N1.2",3,2,50,55,5.45454545454545,5
"RP3-402G11.26",3,0,2,5,60,3
"RP3-402G11.27",3,0,2,5,60,3
"RP3-402G11.28",3,0,2,5,60,3
"RP3-414A15.11",3,2,17,22,13.6363636363636,5
"RP3-414A15.2",3,2,17,22,13.6363636363636,5
"RP3-467N11.1",3,3,19,25,12,6
"RP3-496C20.1",3,0,23,26,11.5384615384615,3
"RP3-512E2.2",3,0,37,40,7.5,3
"RP3-521E19.2",3,0,9,12,25,3
"RP4-530I15.9",3,1,26,30,10,4
"RP4-593H12.1",3,2,10,15,20,5
"RP4-665N4.4",3,0,11,14,21.4285714285714,3
"RP4-677H15.4",3,4,54,61,4.91803278688525,7
"RP4-706G24.1",3,0,16,19,15.7894736842105,3
"RP4-761J14.9",3,3,23,29,10.3448275862069,6
"RP4-796I17.5",3,0,13,16,18.75,3
"RP4-800F24.1",3,0,24,27,11.1111111111111,3
"RP4-800J21.3",3,1,49,53,5.66037735849057,4
"RP4-803J11.2",3,0,3,6,50,3
"RP5-1096J16.1",3,0,4,7,42.8571428571429,3
"RP5-1160K1.8",3,0,44,47,6.38297872340426,3
"RP5-827C21.4",3,0,4,7,42.8571428571429,3
"RP5-827C21.6",3,0,4,7,42.8571428571429,3
"RP5-864K19.4",3,1,18,22,13.6363636363636,4
"RP5-882O7.4",3,1,19,23,13.0434782608696,4
"RP5-902P8.10",3,0,19,22,13.6363636363636,3
"RP5-919F19.5",3,0,7,10,30,3
"RP5-940J5.6",3,1,20,24,12.5,4
"RP5-956O18.2",3,0,6,9,33.3333333333333,3
"RP5-956O18.3",3,1,12,16,18.75,4
"RP5-966M1.6",3,0,8,11,27.2727272727273,3
"RP5-997D16.2",3,0,10,13,23.0769230769231,3
"RPF2",3,0,13,16,18.75,3
"RPGRIP1L",3,0,6,9,33.3333333333333,3
"RPL13P5",3,3,27,33,9.09090909090909,6
"RPL17P46",3,1,9,13,23.0769230769231,4
"RPL26",3,0,8,11,27.2727272727273,3
"RPL39P",3,1,30,34,8.82352941176471,4
"RPL7L1",3,0,8,11,27.2727272727273,3
"RPP25",3,0,13,16,18.75,3
"RPP38",3,1,31,35,8.57142857142857,4
"RPP40",3,1,20,24,12.5,4
"RPPH1",3,0,11,14,21.4285714285714,3
"RPS19P3",3,1,3,7,42.8571428571429,4
"RPS26P52",3,2,42,47,6.38297872340426,5
"RPS6KA5",3,1,17,21,14.2857142857143,4
"RPS9",3,0,14,17,17.6470588235294,3
"RPSA",3,1,21,25,12,4
"RPUSD3",3,0,27,30,10,3
"RRAGC",3,1,18,22,13.6363636363636,4
"RRM2",3,0,40,43,6.97674418604651,3
"RWDD4",3,0,15,18,16.6666666666667,3
"RYK",3,2,21,26,11.5384615384615,5
"S100Z",3,0,0,3,100,3
"SAE1",3,0,9,12,25,3
"SAMD15",3,0,30,33,9.09090909090909,3
"SAMD4A",3,1,32,36,8.33333333333333,4
"SAMD8",3,0,9,12,25,3
"SAMM50",3,1,18,22,13.6363636363636,4
"SAMSN1-AS1",3,0,20,23,13.0434782608696,3
"SAP18",3,3,32,38,7.89473684210526,6
"SAPCD1",3,0,14,17,17.6470588235294,3
"SAPCD1-AS1",3,0,14,17,17.6470588235294,3
"SART3",3,1,18,22,13.6363636363636,4
"SATB1",3,2,20,25,12,5
"SBK1",3,0,22,25,12,3
"SBSN",3,2,20,25,12,5
"SCAMP5",3,0,16,19,15.7894736842105,3
"SCARNA11",3,1,20,24,12.5,4
"SCARNA11.3",3,0,23,26,11.5384615384615,3
"SCARNA12",3,3,21,27,11.1111111111111,6
"SCARNA15",3,2,13,18,16.6666666666667,5
"SCARNA5",3,1,41,45,6.66666666666667,4
"SCRN3",3,0,3,6,50,3
"SDCCAG8",3,2,32,37,8.10810810810811,5
"SEC24B",3,1,27,31,9.67741935483871,4
"SEC24B-AS1",3,1,27,31,9.67741935483871,4
"SECISBP2L",3,2,20,25,12,5
"SEL1L",3,2,35,40,7.5,5
"SELO",3,0,2,5,60,3
"SEMA4A",3,0,19,22,13.6363636363636,3
"SENP1",3,1,15,19,15.7894736842105,4
"SENP3",3,0,4,7,42.8571428571429,3
"SENP7",3,0,16,19,15.7894736842105,3
"SEPT2",3,0,22,25,12,3
"SERINC5",3,0,26,29,10.3448275862069,3
"SF3A2",3,0,10,13,23.0769230769231,3
"SF3B1",3,3,82,88,3.40909090909091,6
"SF3B14",3,4,11,18,16.6666666666667,7
"SFMBT2",3,0,29,32,9.375,3
"SFN",3,0,11,14,21.4285714285714,3
"SFR1",3,2,48,53,5.66037735849057,5
"SFT2D1",3,1,25,29,10.3448275862069,4
"SFTPB",3,0,22,25,12,3
"SFTPC",3,0,6,9,33.3333333333333,3
"SGTB",3,3,27,33,9.09090909090909,6
"SH2B2",3,0,31,34,8.82352941176471,3
"SH2D7",3,1,15,19,15.7894736842105,4
"SH3RF2",3,1,12,16,18.75,4
"SHQ1",3,1,28,32,9.375,4
"SIAH2",3,1,31,35,8.57142857142857,4
"SIAH2-AS1",3,1,31,35,8.57142857142857,4
"SIGLEC10",3,0,5,8,37.5,3
"SIK3",3,2,38,43,6.97674418604651,5
"SIRT4",3,0,14,17,17.6470588235294,3
"SIX4",3,1,17,21,14.2857142857143,4
"SKOR1",3,1,17,21,14.2857142857143,4
"SLAMF6",3,0,41,44,6.81818181818182,3
"SLC12A5",3,1,23,27,11.1111111111111,4
"SLC12A6",3,3,28,34,8.82352941176471,6
"SLC15A4",3,3,43,49,6.12244897959184,6
"SLC16A12",3,1,19,23,13.0434782608696,4
"SLC16A3",3,0,17,20,15,3
"SLC22A15",3,0,5,8,37.5,3
"SLC24A3",3,0,15,18,16.6666666666667,3
"SLC25A36",3,0,16,19,15.7894736842105,3
"SLC25A48",3,0,6,9,33.3333333333333,3
"SLC25A51",3,0,55,58,5.17241379310345,3
"SLC28A1",3,1,13,17,17.6470588235294,4
"SLC29A1",3,0,24,27,11.1111111111111,3
"SLC2A1",3,0,4,7,42.8571428571429,3
"SLC2A1-AS1",3,0,4,7,42.8571428571429,3
"SLC31A1",3,1,5,9,33.3333333333333,4
"SLC35A5",3,0,37,40,7.5,3
"SLC35B2",3,0,17,20,15,3
"SLC35B3",3,0,3,6,50,3
"SLC39A10",3,0,15,18,16.6666666666667,3
"SLC39A13",3,0,22,25,12,3
"SLC5A6",3,0,24,27,11.1111111111111,3
"SLC8B1",3,0,22,25,12,3
"SLC9A2",3,0,16,19,15.7894736842105,3
"SLC9A9-AS1",3,1,28,32,9.375,4
"SLC9B1",3,2,52,57,5.26315789473684,5
"SLK",3,4,52,59,5.08474576271187,7
"SLMO2",3,2,33,38,7.89473684210526,5
"SLU7",3,1,14,18,16.6666666666667,4
"SLX4IP",3,6,60,69,4.34782608695652,9
"SMAD6",3,0,14,17,17.6470588235294,3
"SMARCA2",3,0,18,21,14.2857142857143,3
"SMIM12",3,0,11,14,21.4285714285714,3
"SMIM13",3,0,11,14,21.4285714285714,3
"SMTNL1",3,0,14,17,17.6470588235294,3
"SNAI2",3,6,50,59,5.08474576271187,9
"SNAP25-AS1",3,4,39,46,6.52173913043478,7
"SNORA25.6",3,2,16,21,14.2857142857143,5
"SNORA26.1",3,2,26,31,9.67741935483871,5
"SNORA26.6",3,0,28,31,9.67741935483871,3
"SNORA40.21",3,0,14,17,17.6470588235294,3
"SNORA41",3,1,44,48,6.25,4
"SNORA48.11",3,0,8,11,27.2727272727273,3
"SNORA51.1",3,0,2,5,60,3
"SNORA51.2",3,2,16,21,14.2857142857143,5
"SNORA57",3,0,16,19,15.7894736842105,3
"SNORA6",3,1,21,25,12,4
"SNORA64.4",3,0,29,32,9.375,3
"SNORA70.21",3,2,36,41,7.31707317073171,5
"SNORA70G",3,1,30,34,8.82352941176471,4
"SNORA8.1",3,1,14,18,16.6666666666667,4
"SNORD112.1",3,2,22,27,11.1111111111111,5
"SNORD112.19",3,0,32,35,8.57142857142857,3
"SNORD112.40",3,2,21,26,11.5384615384615,5
"SNORD12",3,0,12,15,20,3
"SNORD12B",3,0,12,15,20,3
"SNORD14E",3,0,53,56,5.35714285714286,3
"SNORD18.1",3,1,12,16,18.75,4
"SNORD2",3,1,25,29,10.3448275862069,4
"SNORD58C",3,0,11,14,21.4285714285714,3
"SNORD60",3,1,9,13,23.0769230769231,4
"SNORD74.2",3,0,12,15,20,3
"SNORD97",3,1,26,30,10,4
"snoU13.10",3,2,16,21,14.2857142857143,5
"snoU13.161",3,1,7,11,27.2727272727273,4
"snoU13.2",3,0,14,17,17.6470588235294,3
"snoU13.238",3,2,20,25,12,5
"snoU13.256",3,3,35,41,7.31707317073171,6
"snoU13.258",3,0,18,21,14.2857142857143,3
"snoU13.271",3,2,34,39,7.69230769230769,5
"snoU13.28",3,0,23,26,11.5384615384615,3
"snoU13.296",3,1,25,29,10.3448275862069,4
"snoU13.402",3,0,24,27,11.1111111111111,3
"snoU13.418",3,0,11,14,21.4285714285714,3
"snoU13.433",3,1,49,53,5.66037735849057,4
"snoU13.471",3,0,9,12,25,3
"snoU13.84",3,1,24,28,10.7142857142857,4
"snoU13.85",3,0,4,7,42.8571428571429,3
"SNRPA",3,0,15,18,16.6666666666667,3
"SNRPB",3,0,4,7,42.8571428571429,3
"SNRPGP7",3,0,16,19,15.7894736842105,3
"SNX20",3,0,50,53,5.66037735849057,3
"SOGA2",3,2,16,21,14.2857142857143,5
"SOS2",3,1,33,37,8.10810810810811,4
"SOWAHA",3,0,16,19,15.7894736842105,3
"SOX2",3,0,14,17,17.6470588235294,3
"SP110",3,4,49,56,5.35714285714286,7
"SP2",3,0,10,13,23.0769230769231,3
"SPAG1",3,0,26,29,10.3448275862069,3
"SPATA20",3,0,25,28,10.7142857142857,3
"SPATA21",3,0,11,14,21.4285714285714,3
"SPINK14",3,1,26,30,10,4
"SPINK2",3,1,16,20,15,4
"SPIRE1",3,1,21,25,12,4
"SPOCK2",3,0,14,17,17.6470588235294,3
"SPRED2",3,0,31,34,8.82352941176471,3
"SPSB2",3,3,28,34,8.82352941176471,6
"SPZ1",3,0,8,11,27.2727272727273,3
"SRA1",3,2,10,15,20,5
"SRD5A1",3,1,35,39,7.69230769230769,4
"SRP68",3,0,16,19,15.7894736842105,3
"SRPR",3,3,52,58,5.17241379310345,6
"SRRM1",3,1,19,23,13.0434782608696,4
"SRSF1",3,0,16,19,15.7894736842105,3
"SSBP4",3,0,6,9,33.3333333333333,3
"SSH2",3,1,15,19,15.7894736842105,4
"SSR3",3,1,45,49,6.12244897959184,4
"SSTR4",3,1,21,25,12,4
"ST18",3,0,14,17,17.6470588235294,3
"ST3GAL3",3,0,13,16,18.75,3
"ST3GAL4",3,0,24,27,11.1111111111111,3
"ST3GAL5",3,0,12,15,20,3
"STAMBPL1",3,0,11,14,21.4285714285714,3
"STAP1",3,2,24,29,10.3448275862069,5
"STARD10",3,0,16,19,15.7894736842105,3
"STK16",3,0,13,16,18.75,3
"STK36",3,0,33,36,8.33333333333333,3
"STK38L",3,2,27,32,9.375,5
"STOML1",3,0,16,19,15.7894736842105,3
"STRAP",3,2,17,22,13.6363636363636,5
"STRN4",3,0,15,18,16.6666666666667,3
"STX5",3,0,15,18,16.6666666666667,3
"SUCO",3,2,28,33,9.09090909090909,5
"SUOX",3,0,12,15,20,3
"SUSD3",3,3,25,31,9.67741935483871,6
"SYCE1L",3,2,66,71,4.22535211267606,5
"SYCP3",3,2,27,32,9.375,5
"SYNGR4",3,0,4,7,42.8571428571429,3
"SYTL2",3,2,46,51,5.88235294117647,5
"TAGLN2",3,0,16,19,15.7894736842105,3
"TANK",3,1,40,44,6.81818181818182,4
"TAP2",3,1,18,22,13.6363636363636,4
"TAPSAR1",3,1,19,23,13.0434782608696,4
"TARBP2",3,0,30,33,9.09090909090909,3
"TAS1R1",3,0,12,15,20,3
"TAX1BP1",3,0,14,17,17.6470588235294,3
"TBC1D10C",3,0,7,10,30,3
"TBC1D2B",3,1,15,19,15.7894736842105,4
"TBC1D5",3,2,20,25,12,5
"TBPL1",3,0,13,16,18.75,3
"TCF7L2",3,0,48,51,5.88235294117647,3
"TCP11L1",3,1,3,7,42.8571428571429,4
"TCP11L2",3,1,22,26,11.5384615384615,4
"TCTEX1D4",3,0,12,15,20,3
"TEDDM1",3,0,33,36,8.33333333333333,3
"TEKT2",3,0,11,14,21.4285714285714,3
"TESK2",3,0,27,30,10,3
"TEX12",3,0,15,18,16.6666666666667,3
"TEX2",3,0,13,16,18.75,3
"TEX30",3,1,25,29,10.3448275862069,4
"TFEC",3,1,22,26,11.5384615384615,4
"TFF3",3,0,6,9,33.3333333333333,3
"TFIP11",3,0,11,14,21.4285714285714,3
"TGFB3",3,0,8,11,27.2727272727273,3
"THAP3",3,2,19,24,12.5,5
"THPO",3,1,16,20,15,4
"THYN1",3,6,74,83,3.6144578313253,9
"TIAL1",3,1,48,52,5.76923076923077,4
"TIGD2",3,1,7,11,27.2727272727273,4
"TIGD3",3,0,17,20,15,3
"TIPARP",3,0,43,46,6.52173913043478,3
"TIPARP-AS1",3,0,43,46,6.52173913043478,3
"TIRAP",3,0,43,46,6.52173913043478,3
"TLDC1",3,0,20,23,13.0434782608696,3
"TLE4",3,0,35,38,7.89473684210526,3
"TLR1",3,0,14,17,17.6470588235294,3
"TLR6",3,0,14,17,17.6470588235294,3
"TM6SF2",3,1,21,25,12,4
"TMA16",3,0,10,13,23.0769230769231,3
"TMC3",3,0,5,8,37.5,3
"TMED4",3,3,21,27,11.1111111111111,6
"TMED8",3,0,30,33,9.09090909090909,3
"TMEM110",3,2,31,36,8.33333333333333,5
"TMEM110-MUSTN1",3,2,31,36,8.33333333333333,5
"TMEM114",3,0,61,64,4.6875,3
"TMEM126A",3,2,23,28,10.7142857142857,5
"TMEM143",3,0,5,8,37.5,3
