"""delta_promoter_methylation""","""delta_TF_activity""","""logFC_expression""","""nb_enhancer_changed""","""nb_enhancer_hyper""","""nb_enhancer_hypo""","""nb_enhancer_unchanged""","""nes""","""NR_Promoter_Methylation""","""NR_TF_activity""","""P.Value_expression""","""P.Value_promoter_methylation""","""R_Promoter_Methylation""","""R_TF_activity""","""Size""","""TF_logFC""","""TF_Pval""","""TF_Pval_fdr""","""total_enhancers""","__mclCluster","name","PR","selected","shared name"
"0.0119415987719917","0.0","6.39039662271332","1","1","0","9","0.0","0.212408320011219","0.0","0.0670519939818315","0.0051098108144487","0.200466721239228","0.0","0","0.0","1.0","1.0","10",,"""TSNAX""",,"false","""TSNAX"""
"-0.00208277249367222","-0.240097356150268","6.26352145602769","2","2","0","40","1.05948291394673","0.0419890205304766","-0.281476895196283","0.0789199003862785","0.268664264906696","0.0440717930241489","-0.0413795390460144","13","0.0","0.289379906547678","0.761336374847278","42","4","""E2F3""","0.0","false","""E2F3"""
"0.00517063507960376","0.0","-6.52608875189892","6","5","1","33","0.0","0.102969260733091","0.0","0.014945897064478","0.0871782012990421","0.0977986256534873","0.0","0","0.0","1.0","1.0","39","1","""TTK""","1.0","false","""TTK"""
"0.142818278339257","0.0","-6.94492137814967","3","3","0","13","0.0","0.401039675930929","0.0","0.00354976190047545","0.00159113280441437","0.258221397591672","0.0","0","0.0","1.0","1.0","16","1","""UBE2C""","1.0","false","""UBE2C"""
"-0.00164895176526325","0.0","-7.66710182708774","0","0","0","0","0.0","0.441202928293358","0.0","0.0537691633763273","0.748380603541297","0.442851880058621","0.0","0","0.0","1.0","1.0","0","1","""FANCA""","1.0","false","""FANCA"""
"0.0373145671560901","0.0","-2.9565906657336","5","0","5","33","0.0","0.175095250086664","0.0","0.0716301725402792","0.0114532446454981","0.137780682930574","0.0","0","0.0","1.0","1.0","38","1","""TGFB2""","1.0","false","""TGFB2"""
"0.0310129598636261","0.0","-7.92564628802855","2","2","0","6","0.0","0.412912571863952","0.0","0.0959039774124587","0.0722124470996354","0.381899612000326","0.0","0","0.0","1.0","1.0","8","1","""FANCD2""","1.0","false","""FANCD2"""
"0.0575383676019444","0.0","-10.2966807755538","0","0","0","1","0.0","0.482383187685265","0.0","0.0343826885014009","0.0282357146289442","0.42484482008332","0.0","0","0.0","1.0","1.0","1","1","""ELANE""","1.0","false","""ELANE"""
"0.0271445365089563","0.0","-3.40876413333502","0","0","0","14","0.0","0.13358848408135","0.0","0.0794354961031392","0.0618821920315263","0.106443947572393","0.0","0","0.0","1.0","1.0","14",,"""FBXO43""",,"false","""FBXO43"""
"0.00990693545459367","0.0","-7.80205899638681","3","3","0","27","0.0","0.138483840163541","0.0","0.0433362452327752","0.455894587025092","0.128576904708947","0.0","0","0.0","1.0","1.0","30","1","""RRM2""","1.0","false","""RRM2"""
"0.0060339566524653","0.0","-5.98989929989749","0","0","0","1","0.0","0.070517598055677","0.0","0.0507982786109866","0.486040164933925","0.0644836414032117","0.0","0","0.0","1.0","1.0","1",,"""FBXO5""",,"false","""FBXO5"""
"-0.00575893237933151","0.0","-8.93491035725248","3","2","1","16","0.0","0.168352205208373","0.0","0.0122902881731236","0.229601871115473","0.174111137587705","0.0","0","0.0","1.0","1.0","19",,"""TOP2A""",,"false","""TOP2A"""
"0.0573204078189883","0.33886009278897","0.0","0","0","0","3","-2.41337865457693","0.173558597094566","0.0903675817810886","0.638168421500865","0.0165592480209537","0.116238189275578","-0.248492511007882","14","0.0","0.015805389853816","0.616410204298824","3",,"""TFAP2C""",,"false","""TFAP2C"""
"-0.0195242128922113","0.0","-8.49801343537498","1","1","0","2","0.0","0.73961634406838","0.0","0.0264995960359073","0.474476863253906","0.759140556960591","0.0","0","0.0","1.0","1.0","3","1","""EPX""","1.0","false","""EPX"""
"0.00245814269184264","-0.832302292115977","-6.99622534692069","1","1","0","3","-2.03338527002591","0.179468520562099","-0.478988494141741","0.0515270145362587","0.743911256588703","0.177010377870257","0.353313797974236","33","0.0","0.0420136143373292","0.691887455092135","4","1","""FOXM1""","1.0","false","""FOXM1"""
"0.0278725204806868","0.0","-7.09769042454955","0","0","0","8","0.0","0.173002149324446","0.0","0.0446941704900391","0.0452454987843357","0.145129628843759","0.0","0","0.0","1.0","1.0","8",,"""H2AFZ""",,"false","""H2AFZ"""
"0.00536449792336669","0.0","6.93971964908519","0","0","0","3","0.0","0.0671757434004434","0.0","0.0952561896705068","0.714799322040396","0.0618112454770767","0.0","0","0.0","1.0","1.0","3","1","""SERPINE1""","1.0","false","""SERPINE1"""
"-0.00511908915329079","0.0","-9.43818851595047","1","1","0","20","0.0","0.0360976345243737","0.0","0.0509849446398922","0.093782111649967","0.0412167236776645","0.0","0","0.0","1.0","1.0","21","1","""HIST1H3B""","1.0","false","""HIST1H3B"""
"0.0217068947787815","0.0","-7.57693576436433","0","0","0","2","0.0","0.578569538886866","0.0","0.0402273219792721","0.111976797615087","0.556862644108085","0.0","0","0.0","1.0","1.0","2",,"""GRIK5""",,"false","""GRIK5"""
"0.0189514143097486","0.264352339631461","2.89804818697534","0","0","0","2","-0.0765381997494139","0.80298276432881","0.105702885622596","0.0461222245933274","0.261221576072816","0.784031350019061","-0.158649454008865","14","2.89804818697534","0.938990924085923","0.966269515807007","2","3","""SOX10""","0.4310475201344813","false","""SOX10"""
"0.0086166872945263","0.0","-7.21177241102037","1","1","0","2","0.0","0.353784413091709","0.0","0.0627188022415693","0.359014010614631","0.345167725797183","0.0","0","0.0","1.0","1.0","3",,"""GPX4""",,"false","""GPX4"""
"0.0232332028088415","0.0","-9.26433763777651","3","1","2","17","0.0","0.30640369653287","0.0","0.00600643014257466","0.133896377407908","0.283170493724028","0.0","0","0.0","1.0","1.0","20",,"""MMP2""",,"false","""MMP2"""
"0.00209910298306829","0.0","-6.38456367646334","2","1","1","23","0.0","0.0238759267951797","0.0","0.0462846203891927","0.0812887033002261","0.0217768238121114","0.0","0","0.0","1.0","1.0","25","1","""HMMR""","1.0","false","""HMMR"""
"0.0498589152372929","0.0","-9.99216055375648","3","3","0","52","0.0","0.309208527386163","0.0","0.00473024069661241","0.0266936626373142","0.25934961214887","0.0","0","0.0","1.0","1.0","55","1","""HIST1H2AM""","1.0","false","""HIST1H2AM"""
"-8.48565886670261E-5","0.0","6.29150356430528","0","0","0","19","0.0","0.264108627122921","0.0","0.0288771220226609","0.990555207647632","0.264193483711588","0.0","0","0.0","1.0","1.0","19","1","""INSIG1""","1.0","false","""INSIG1"""
"0.0189581374632462","0.0","-9.43160482677643","1","1","0","14","0.0","0.104403653370737","0.0","0.0197035358681511","0.181630093487262","0.0854455159074912","0.0","0","0.0","1.0","1.0","15","1","""HIST1H2BJ""","1.0","false","""HIST1H2BJ"""
"0.0813134965669757","0.0","-1.44484520552963","0","0","0","1","0.0","0.281902682652116","0.0","0.0780129001344941","0.00151108511650818","0.20058918608514","0.0","0","0.0","1.0","1.0","1",,"""SSTR1""",,"false","""SSTR1"""
"0.00346061131729779","0.0","-10.3460038752601","0","0","0","24","0.0","0.0827520508208903","0.0","0.041133832866297","0.0287822281806952","0.0792914395035925","0.0","0","0.0","1.0","1.0","24",,"""HIST2H2BE""",,"false","""HIST2H2BE"""
"0.00296290388019969","0.0","-8.15434607611069","3","3","0","55","0.0","0.049330922147521","0.0","0.00327292058830329","0.160698395160377","0.0463680182673213","0.0","0","0.0","1.0","1.0","58","1","""HIST1H4H""","1.0","false","""HIST1H4H"""
"0.0421881647946798","0.0","-9.3623779425944","1","1","0","1","0.0","0.272892165971294","0.0","0.00199162985120472","0.0191342196553619","0.230704001176614","0.0","0","0.0","1.0","1.0","2","1","""HMGA1""","1.0","false","""HMGA1"""
"-0.0142684063366619","0.0","-3.40959167205357","2","2","0","24","0.0","0.789507439794369","0.0","0.0379247491157031","0.489013834127209","0.803775846131031","0.0","0","0.0","1.0","1.0","26","1","""NPC1L1""","1.0","false","""NPC1L1"""
"0.0860536698837165","0.0","-2.39871080224579","0","0","0","0","0.0","0.332187610671097","0.0","0.0803301399881574","0.00619926868113017","0.246133940787381","0.0","0","0.0","1.0","1.0","0",,"""PCSK9""",,"false","""PCSK9"""
"0.0229291483726409","0.0","-7.06695538732302","1","0","1","25","0.0","0.142311314926699","0.0","0.0885274950043067","0.0249141226167447","0.119382166554058","0.0","0","0.0","1.0","1.0","26",,"""IER3""",,"false","""IER3"""
"0.0129442933805159","0.245909492981872","-4.82639309152666","8","5","3","18","-2.94269217380508","0.175438341071503","-0.0201329620702125","0.553624556832584","0.0453819789101492","0.162494047690987","-0.266042455052084","34","0.0","0.00325371770626734","0.380684971633278","26","3","""MITF""","0.4310475201344813","false","""MITF"""
"0.00480337326766063","0.0","-5.44436744931132","2","1","1","13","0.0","0.118750768974758","0.0","0.0595640951939102","0.0971625775916434","0.113947395707098","0.0","0","0.0","1.0","1.0","15",,"""MAD2L1""",,"false","""MAD2L1"""
"-0.0539227129204695","0.0","7.50630339022117","2","2","0","13","0.0","0.782769186542487","0.0","0.0102047225132121","0.0841556991521189","0.836691899462957","0.0","0","0.0","1.0","1.0","15",,"""GPA33""",,"false","""GPA33"""
"0.00381989043325398","-1.54016366884874","-4.50094231251128","0","0","0","0","-1.76883413533574","0.334701439907449","-0.975403582167787","0.655649110249656","0.767844850931569","0.330881549474195","0.564760086680953","307","0.0","0.0769215583757543","0.700838382596866","0","1","""E2F1""","1.0","false","""E2F1"""
"0.0160130222241715","0.0","7.44702965186078","3","2","1","31","0.0","0.0820872243283777","0.0","0.0183037585096197","0.0507624611807318","0.0660742021042062","0.0","0","0.0","1.0","1.0","34","1","""CCND2""","1.0","false","""CCND2"""
"0.0","0.0","-1.75780852380312","0","0","0","0","0.0","0.0","0.0","0.0263899404600676","1.0","0.0","0.0","0","0.0","1.0","1.0","0","2","""NANOG""","0.3783111547747776","false","""NANOG"""
"0.0432201702010784","0.0","-1.37333561571692","0","0","0","0","0.0","0.394916086263374","0.0","0.0706719516987542","0.139259428750157","0.351695916062296","0.0","0","0.0","1.0","1.0","0","1","""JPH2""","1.0","false","""JPH2"""
"0.0","0.0","7.2429288288303","0","0","0","0","0.0","0.0","0.0","0.0716144024232033","1.0","0.0","0.0","0","0.0","1.0","1.0","0","1","""HMGCR""","1.0","false","""HMGCR"""
"0.00928028804342479","0.0","-4.89739391673897","0","0","0","3","0.0","0.447116866207163","0.0","0.0323530968949744","0.548338332753634","0.437836578163738","0.0","0","0.0","1.0","1.0","3","1","""CENPA""","1.0","false","""CENPA"""
"-4.78523291124522E-4","0.0","6.76942267369049","0","0","0","6","0.0","0.349106366329194","0.0","0.0711236488942381","0.903757380001939","0.349584889620319","0.0","0","0.0","1.0","1.0","6",,"""METTL3""",,"false","""METTL3"""
"0.0172517234991128","0.0","-7.09083635636534","0","0","0","2","0.0","0.216325618712507","0.0","0.059451488100238","0.0592265181323111","0.199073895213394","0.0","0","0.0","1.0","1.0","2","1","""KIF23""","1.0","false","""KIF23"""
"0.00686441800195695","0.0","-10.6116526136222","1","1","0","5","0.0","0.231210411817277","0.0","0.0291390191503129","0.343568252751446","0.22434599381532","0.0","0","0.0","1.0","1.0","6","1","""MKI67""","1.0","false","""MKI67"""
"0.0352626998084563","0.0","-6.48549899766695","0","0","0","0","0.0","0.347752101291657","0.0","0.00136413441563221","0.00169615537116401","0.312489401483201","0.0","0","0.0","1.0","1.0","0","1","""CKS1B""","1.0","false","""CKS1B"""
"-0.00128014125843312","0.0","-5.68025962866454","0","0","0","1","0.0","0.586854095215976","0.0","0.0686174574873831","0.844057278068978","0.588134236474409","0.0","0","0.0","1.0","1.0","1","1","""KIF24""","1.0","false","""KIF24"""
"0.00227460468994246","0.0","-7.16258223537483","0","0","0","0","0.0","0.101132612445441","0.0","0.0195665160656256","0.64685054624995","0.0988580077554987","0.0","0","0.0","1.0","1.0","0","1","""KIF2C""","1.0","false","""KIF2C"""
"0.004580372879609","0.0","9.13022713793984","3","3","0","26","0.0","0.16185626639145","0.0","0.0412966394594434","0.246170036868854","0.157275893511841","0.0","0","0.0","1.0","1.0","29","3","""ITPR1""","0.4310475201344813","false","""ITPR1"""
"-0.0363512434417127","0.0","4.93491932371609","0","0","0","8","0.0","0.562033285166636","0.0","0.0630616837484751","0.577108755898913","0.598384528608349","0.0","0","0.0","1.0","1.0","8",,"""LIPC""",,"false","""LIPC"""
"0.00154979051736742","0.0","-5.33019497385559","1","1","0","6","0.0","0.141324587285949","0.0","0.0224857605990228","0.643116292959132","0.139774796768582","0.0","0","0.0","1.0","1.0","7","1","""ASF1B""","1.0","false","""ASF1B"""
"0.0100010127847011","0.0","-12.2123977127543","0","0","0","6","0.0","0.584633768201653","0.0","0.00643769940420225","0.374392798096909","0.574632755416951","0.0","0","0.0","1.0","1.0","6",,"""LTF""",,"false","""LTF"""
"0.00720545027511194","0.0","5.48935830290424","1","0","1","9","0.0","0.129779524358205","0.0","0.0241404057552521","0.022154655400399","0.122574074083093","0.0","0","0.0","1.0","1.0","10",,"""ATG10""",,"false","""ATG10"""
"0.0051095257912977","0.0","7.18369611535279","5","3","2","41","0.0","0.20045337314131","0.0","0.0310848498461204","0.251639614031457","0.195343847350012","0.0","0","0.0","1.0","1.0","46","1","""UBP1""","1.0","false","""UBP1"""
"0.00539997276486253","0.0","8.31863010461904","4","4","0","21","0.0","0.0345429246217922","0.0","0.0278286830914371","0.00864047601790187","0.0291429518569297","0.0","0","0.0","1.0","1.0","25","1","""MAT2A""","1.0","false","""MAT2A"""
"0.00474865505019881","0.0","-6.16446257379336","0","0","0","8","0.0","0.0618737082378335","0.0","0.038914810189108","0.279999885453759","0.0571250531876347","0.0","0","0.0","1.0","1.0","8","1","""NDC80""","1.0","false","""NDC80"""
"0.0","0.0","4.82048469205765","0","0","0","0","0.0","0.0","0.0","0.0939998079936294","1.0","0.0","0.0","0","0.0","1.0","1.0","0","1","""PECAM1""","1.0","false","""PECAM1"""
"0.0080792107516377","0.0","-7.46823703202309","4","4","0","34","0.0","0.184302085962361","0.0","0.00698598301846009","0.43908479211244","0.176222875210723","0.0","0","0.0","1.0","1.0","38","1","""AURKA""","1.0","false","""AURKA"""
"0.030537074867307","0.0","-6.05256984862146","0","0","0","11","0.0","0.26201416113433","0.0","0.0392247106380814","0.0106468735488535","0.231477086267023","0.0","0","0.0","1.0","1.0","11","1","""NEK2""","1.0","false","""NEK2"""
"0.0040643410301197","0.0","10.3439816933228","0","0","0","1","0.0","0.0691810055905346","0.0","0.0162429740516653","0.718150779367048","0.0651166645604149","0.0","0","0.0","1.0","1.0","1","1","""UTRN""","1.0","false","""UTRN"""
"0.0115113767208267","0.0","3.64671293434068","1","1","0","18","0.0","0.38973440811008","0.0","0.0817897717588081","0.132380684644756","0.378223031389253","0.0","0","0.0","1.0","1.0","19","1","""WDR25""","1.0","false","""WDR25"""
"8.06504273449454E-4","0.0","-7.77262607949254","0","0","0","1","0.0","0.0227907284615939","0.0","0.0315845294374741","0.449125018830324","0.0219842241881444","0.0","0","0.0","1.0","1.0","1","1","""NUSAP1""","1.0","false","""NUSAP1"""
"-0.00632607252136003","0.0","6.21031781729035","1","1","0","28","0.0","0.28912543588386","0.0","0.0694732176976667","0.195245912659755","0.29545150840522","0.0","0","0.0","1.0","1.0","29",,"""WWOX""",,"false","""WWOX"""
"0.0","0.0","-7.15517123470755","0","0","0","0","0.0","0.0","0.0","0.0288267976982046","1.0","0.0","0.0","0","0.0","1.0","1.0","0","1","""UXT""","1.0","false","""UXT"""
"0.0145226320090102","0.0","-7.33696519122023","2","1","1","17","0.0","0.672572761015619","0.0","0.0897237710131271","0.474926331664035","0.658050129006609","0.0","0","0.0","1.0","1.0","19",,"""BEST1""",,"false","""BEST1"""
"0.00398273839132834","0.0","-6.61274041269776","0","0","0","0","0.0","0.440977898304482","0.0","0.0694858127211607","0.738558140125323","0.436995159913154","0.0","0","0.0","1.0","1.0","0","1","""ACOT7""","1.0","false","""ACOT7"""
"0.0557504400088699","0.804731594565873","-2.78638846076082","0","0","0","1","-0.259061478387055","0.683208906109371","0.388322834936767","0.0683043289989361","0.00352299420311332","0.627458466100502","-0.416408759629106","13","0.0","0.795587806179711","0.942577207909883","1","1","""NR5A1""","1.0","false","""NR5A1"""
"0.0102503432769874","0.0","-4.98234256493834","1","1","0","3","0.0","0.175733497810029","0.0","0.0439743149349066","0.209620605182636","0.165483154533042","0.0","0","0.0","1.0","1.0","4","1","""P4HA2""","1.0","false","""P4HA2"""
